Linux 3.11.0-17-generic (axle) 	11/11/14 	_x86_64_	(64 CPU)

06:08:38        CPU     %user     %nice   %system   %iowait    %steal     %idle
06:09:38        all     28.42      0.00      4.21      0.04      0.00     67.33
06:10:38        all     27.89      0.00      5.09      0.04      0.00     66.99
06:11:38        all     27.50      0.00      5.44      0.04      0.00     67.03
06:12:38        all     28.73      0.00      4.12      0.03      0.00     67.12
06:13:38        all     28.78      0.00      4.20      0.04      0.00     66.98
06:14:38        all     28.01      0.00      5.03      0.02      0.00     66.94
06:15:38        all     26.86      0.00      6.20      0.02      0.00     66.92
06:16:38        all     27.05      0.00      5.97      0.03      0.00     66.95
06:17:38        all     26.47      0.00      6.41      0.01      0.00     67.10
06:18:38        all     25.28      0.00      7.53      0.07      0.00     67.13
06:19:38        all     24.12      0.00      8.78      0.02      0.00     67.08
06:20:38        all     26.52      0.00      6.22      0.02      0.00     67.24
06:21:38        all     27.42      0.00      5.20      0.02      0.00     67.36
06:22:38        all     28.73      0.00      4.00      0.01      0.00     67.26
06:23:38        all     25.63      0.00      6.94      0.03      0.00     67.40
06:24:38        all     22.78      0.00      9.49      0.02      0.00     67.71
06:25:38        all     23.17      0.00      8.96      0.02      0.00     67.85
06:26:38        all     24.38      0.00      6.70      0.01      0.00     68.91
06:27:38        all     25.97      0.00      5.29      0.00      0.00     68.74
06:28:38        all     28.11      0.00      3.27      0.01      0.00     68.60
